evento,lat,lon,dia,hora
CHOQUE,19.333929,-99.06425,domingo,4
CHOQUE,19.32142,-99.22044,domingo,14
CHOQUE,19.45424,-99.11643,domingo,14
DERRAPADO,19.29578,-99.10053,domingo,10
DERRAPADO,19.28319,-99.03264,domingo,19
ATROPELLADO,19.38044,-99.07688,lunes,17
ATROPELLADO,19.54077,-99.14826,lunes,19
CHOQUE,19.40926,-99.16753,lunes,7
CHOQUE,19.38138,-99.12996,lunes,11
CHOQUE,19.41116,-99.12426,lunes,14
CHOQUE,19.39992,-99.09874,lunes,15
CHOQUE,19.29136,-99.04313,lunes,20
CHOQUE,19.44637,-99.22,lunes,22
DERRAPADO,19.3887,-99.1824,lunes,0
DERRAPADO,19.348961,-99.018266,lunes,11
DERRAPADO,19.41518,-99.1438,lunes,18
ATROPELLADO,19.4909,-99.18631,martes,7
ATROPELLADO,19.34258,-99.14889,martes,9
ATROPELLADO,19.40082,-99.09126,martes,14
CHOQUE,19.31215,-99.17085,martes,6
CHOQUE,19.42561,-99.06862,martes,11
CHOQUE,19.35663,-99.08656,martes,11
CHOQUE,19.44311,-99.19971,martes,12
CHOQUE,19.43219,-99.1823,martes,14
CHOQUE,19.434541,-99.171624,martes,16
CHOQUE,19.37465,-99.1171,martes,16
DERRAPADO,19.35864,-98.99803,martes,12
DERRAPADO,19.41754,-99.14072,martes,13
VOLCADURA,19.47773,-99.18452,martes,3
ATROPELLADO,19.256074,-99.178483,miércoles,14
ATROPELLADO,19.38546,-99.03351,miércoles,18
CHOQUE,19.39113,-99.1892,miércoles,8
CHOQUE,19.38779,-99.07482,miércoles,10
DERRAPADO,19.32662,-99.03058,miércoles,10
DERRAPADO,19.34113,-99.28322,miércoles,15
DERRAPADO,19.161695,-98.990646,miércoles,16
DERRAPADO,19.37463,-99.16244,miércoles,17
ATROPELLADO,19.284063,-99.145433,jueves,2
ATROPELLADO,19.45266,-99.10903,jueves,20
CHOQUE,19.256075,-99.178482,jueves,7
CHOQUE,19.43425,-99.13615,jueves,11
DERRAPADO,19.4361,-99.1695,jueves,20
ATROPELLADO,19.48178,-99.13776,viernes,12
CHOQUE,19.29226,-99.04325,viernes,4
CHOQUE,19.44894,-99.17036,viernes,9
CHOQUE,19.3771,-99.06706,viernes,10
CHOQUE,19.28412,-99.23275,viernes,11
CHOQUE,19.28385,-99.17569,viernes,13
CHOQUE,19.29983,-99.10502,viernes,17
CHOQUE,19.28088,-99.00041,viernes,19
DERRAPADO,19.32471,-99.17274,viernes,3
DERRAPADO,19.51869,-99.16345,viernes,4
DERRAPADO,19.41785,-99.16605,viernes,11
DERRAPADO,19.42014,-99.0961,viernes,18
CAIDA DE CICLISTA,19.49238,-99.20284,sábado,20
CHOQUE,19.41373,-99.1368,sábado,0
CHOQUE,19.3472,-99.20191,sábado,4
CHOQUE,19.45169,-99.20047,sábado,8
CHOQUE,19.34273,-99.14893,sábado,8
CHOQUE,19.332834,-99.274918,sábado,11
CHOQUE,19.36605,-99.18239,sábado,20
DERRAPADO,19.425519,-99.119856,sábado,11
DERRAPADO,19.38415,-99.05471,sábado,19
VOLCADURA,19.392402,-99.239414,sábado,15
CHOQUE,19.44306,-99.1274,domingo,4
CHOQUE,19.45408,-99.12425,domingo,4
CHOQUE,19.38125,-99.13915,domingo,13
CHOQUE,19.34859,-99.01339,domingo,15
CHOQUE,19.450693,-99.086892,domingo,17
CHOQUE,19.249482,-99.173588,domingo,18
CHOQUE,19.34773,-99.0679,domingo,18
CHOQUE,19.51791,-99.15605,domingo,20
DERRAPADO,19.38974,-99.10907,domingo,3
DERRAPADO,19.48795,-99.09665,domingo,17
DERRAPADO,19.40757,-99.13956,domingo,18
CHOQUE,19.40472,-99.1501,lunes,5
CHOQUE,19.27198,-99.12876,lunes,7
CHOQUE,19.28673,-99.15714,lunes,8
CHOQUE,19.40641,-99.1553,lunes,11
CHOQUE,19.48967,-99.07191,lunes,11
CHOQUE,19.36333,-99.00446,lunes,12
CHOQUE,19.41277,-99.09085,lunes,14
CHOQUE,19.34346,-99.03783,lunes,17
DERRAPADO,19.36749,-99.29901,lunes,3
DERRAPADO,19.37711,-99.09055,lunes,7
DERRAPADO,19.43262,-99.17557,lunes,12
DERRAPADO,19.48962,-99.20776,lunes,20
ATROPELLADO,19.45634,-99.14499,martes,21
CAIDA DE CICLISTA,19.42423,-99.17449,martes,18
CHOQUE,19.40409,-99.15013,martes,2
CHOQUE,19.38652,-99.19914,martes,7
CHOQUE,19.35158,-99.15145,martes,9
CHOQUE,19.289785,-99.01319,martes,11
CHOQUE,19.49825,-99.07525,martes,11
CHOQUE,19.4536,-99.11436,martes,12
CHOQUE,19.3695,-99.10697,martes,14
CHOQUE,19.4181,-99.10408,martes,15
CHOQUE,19.42465,-99.14252,martes,16
CHOQUE,19.34374,-99.03608,martes,17
VOLCADURA,19.205766,-99.215317,martes,7
ATROPELLADO,19.38093,-99.08706,miércoles,12
CAIDA DE CICLISTA,19.385383,-99.048572,miércoles,10
CHOQUE,19.46218,-99.14527,miércoles,13
CHOQUE,19.39312,-99.1745,miércoles,20
DERRAPADO,19.43491,-99.11871,miércoles,9
ATROPELLADO,19.301494,-99.052494,jueves,20
CHOQUE,19.39817,-99.12397,jueves,5
CHOQUE,19.30205,-99.22114,jueves,9
CHOQUE,19.34567,-99.12058,jueves,10
CHOQUE,19.30515,-99.25829,jueves,14
CHOQUE,19.32271,-99.10318,jueves,17
CHOQUE,19.45302,-99.07599,jueves,19
CHOQUE,19.50482,-99.15127,jueves,20
CHOQUE,19.51209,-99.102647,jueves,21
VOLCADURA,19.45012,-99.115669,jueves,4
ATROPELLADO,19.2035,-99.04032,viernes,7
ATROPELLADO,19.342088,-99.059314,viernes,15
CAIDA DE CICLISTA,19.47736,-99.18331,viernes,3
CAIDA DE CICLISTA,19.35817,-99.09199,viernes,7
CAIDA DE CICLISTA,19.4647,-99.10369,viernes,9
CAIDA DE PASAJERO,19.35716,-99.14404,viernes,11
CHOQUE,19.36564,-99.12662,viernes,15
CHOQUE,19.36867,-99.227,viernes,15
DERRAPADO,19.46133,-99.12627,viernes,22
CAIDA DE CICLISTA,19.333864,-99.151574,sábado,18
CHOQUE,19.396201,-99.193156,sábado,1
CHOQUE,19.41868,-99.09341,sábado,6
CHOQUE,19.48241,-99.08177,sábado,8
DERRAPADO,19.44242,-99.12124,sábado,18
DERRAPADO,19.266762,-99.224843,sábado,18
ATROPELLADO,19.4037,-99.14502,domingo,0
ATROPELLADO,19.300035,-99.174729,domingo,6
ATROPELLADO,19.50184,-99.20486,domingo,8
CHOQUE,19.3446,-99.06129,domingo,3
CHOQUE,19.47641,-99.16267,domingo,9
CHOQUE,19.29211,-99.03055,domingo,12
CHOQUE,19.50393,-99.15474,domingo,15
CHOQUE,19.45969,-99.12228,domingo,21
DERRAPADO,19.42463,-99.20031,domingo,9
DERRAPADO,19.39358,-99.26019,domingo,12
DERRAPADO,19.38169,-99.14764,domingo,12
DERRAPADO,19.49763,-99.07854,domingo,16
DERRAPADO,19.47926,-99.11947,domingo,16
DERRAPADO,19.462708,-99.05806,domingo,17
ATROPELLADO,19.43823,-99.13763,lunes,13
CAIDA DE CICLISTA,19.340489,-99.114373,lunes,14
CHOQUE,19.29267,-99.00939,lunes,12
CHOQUE,19.39073,-99.18216,lunes,16
CAIDA DE CICLISTA,19.36628,-99.1791,martes,13
CHOQUE,19.30199,-99.16911,martes,2
DERRAPADO,19.45762,-99.13136,martes,20
ATROPELLADO,19.225494,-99.212141,miércoles,7
ATROPELLADO,19.415305,-99.144924,miércoles,15
ATROPELLADO,19.409189,-99.084284,miércoles,15
ATROPELLADO,19.29393,-99.15729,miércoles,20
CAIDA DE CICLISTA,19.44017,-99.1217,miércoles,9
DERRAPADO,19.360623,-99.299659,miércoles,0
ATROPELLADO,19.44712,-99.12568,jueves,9
ATROPELLADO,19.499035,-99.202045,jueves,21
CAIDA DE CICLISTA,19.426795,-99.198405,jueves,14
CHOQUE,19.4449,-99.09356,jueves,0
CHOQUE,19.29822,-99.02435,jueves,0
CHOQUE,19.37342,-99.27905,jueves,11
CHOQUE,19.338733,-99.192269,jueves,12
DERRAPADO,19.28501,-99.16406,jueves,10
DERRAPADO,19.33621,-99.17611,jueves,14
DERRAPADO,19.40639,-99.1844,jueves,15
DERRAPADO,19.30857,-99.14229,jueves,16
ATROPELLADO,19.376401,-99.1272,viernes,10
CHOQUE,19.49108,-99.17249,viernes,10
CHOQUE,19.29202,-99.04951,viernes,11
CHOQUE,19.42547,-99.14741,viernes,13
CHOQUE,19.36683,-99.0891,viernes,14
CHOQUE,19.41853,-99.06812,viernes,14
CHOQUE,19.36104,-99.29007,viernes,14
CHOQUE,19.39309,-99.09754,viernes,15
CHOQUE,19.38682,-99.06703,viernes,17
CHOQUE,19.50816,-99.210941,viernes,18
CHOQUE,19.42851,-99.06717,viernes,20
DERRAPADO,19.37168,-99.08024,viernes,9
DERRAPADO,19.40654,-99.12985,viernes,12
DERRAPADO,19.49242,-99.12044,viernes,16
ATROPELLADO,19.39796,-99.11958,sábado,6
ATROPELLADO,19.27538,-99.11914,sábado,9
ATROPELLADO,19.43804,-99.19137,sábado,12
CHOQUE,19.41071,-99.06687,sábado,2
CHOQUE,19.30432,-99.08714,sábado,7
CHOQUE,19.36607,-99.07462,sábado,7
CHOQUE,19.40382,-99.20156,sábado,11
CHOQUE,19.35017,-99.07324,sábado,13
CHOQUE,19.28977,-99.23322,sábado,14
CHOQUE,19.38365,-99.14495,sábado,16
CHOQUE,19.42553,-99.09338,sábado,19
DERRAPADO,19.41322,-99.13482,sábado,11
DERRAPADO,19.31527,-99.22061,sábado,12
DERRAPADO,19.44008,-99.106,sábado,18
DERRAPADO,19.457638,-99.069008,sábado,23
ATROPELLADO,19.252284,-99.010764,domingo,9
ATROPELLADO,19.49009,-99.19607,domingo,10
ATROPELLADO,19.378148,-99.101106,domingo,12
ATROPELLADO,19.37053,-99.20408,domingo,15
CAIDA DE CICLISTA,19.41676,-99.16755,domingo,19
CHOQUE,19.4415,-99.15952,domingo,3
CHOQUE,19.39771,-99.12914,domingo,9
CHOQUE,19.23934,-99.160416,domingo,10
CHOQUE,19.33541,-99.03669,domingo,10
CHOQUE,19.44792,-99.2062,domingo,10
CHOQUE,19.41683,-99.11865,domingo,13
CHOQUE,19.28607,-99.16746,domingo,14
CHOQUE,19.34603,-99.06359,domingo,15
CHOQUE,19.49402,-99.14859,domingo,15
CHOQUE,19.3471,-99.1647,domingo,17
CHOQUE,19.408538,-99.131288,domingo,19
CHOQUE,19.3225,-99.03812,domingo,21
ATROPELLADO,19.19704,-99.02985,lunes,18
CHOQUE,19.46377,-99.11223,lunes,1
CHOQUE,19.42924,-99.1338,lunes,6
CHOQUE,19.38388,-99.0458,lunes,7
CHOQUE,19.35635,-99.04037,lunes,8
CHOQUE,19.42062,-99.17784,lunes,8
CHOQUE,19.54128,-99.14002,lunes,9
CHOQUE,19.38816,-99.1221,lunes,10
CHOQUE,19.28989,-99.15149,lunes,11
CHOQUE,19.22527,-98.94764,lunes,12
CHOQUE,19.36605,-99.12738,lunes,17
DERRAPADO,19.34318,-99.0407,lunes,8
DERRAPADO,19.35165,-99.20731,lunes,11
DERRAPADO,19.4961,-99.11275,lunes,18
ATROPELLADO,19.30432,-99.08714,martes,14
ATROPELLADO,19.26601,-99.11509,martes,18
ATROPELLADO,19.496107,-99.1994,martes,18
CHOQUE,19.19074,-99.08413,martes,7
CHOQUE,19.44902,-99.11108,martes,7
CHOQUE,19.42673,-99.15089,martes,9
CHOQUE,19.41125,-99.14165,martes,9
CHOQUE,19.28425,-99.12921,martes,11
CHOQUE,19.38025,-99.10111,martes,15
CHOQUE,19.40988,-99.14523,martes,15
CHOQUE,19.320616,-99.113254,martes,17
CHOQUE,19.44678,-99.11149,martes,18
DERRAPADO,19.26449,-99.11452,martes,10
DERRAPADO,19.45528,-99.1884,martes,13
DERRAPADO,19.41801,-99.10508,martes,14
DERRAPADO,19.357929,-99.276902,martes,15
ATROPELLADO,19.5177,-99.13456,miércoles,11
ATROPELLADO,19.43746,-99.12381,miércoles,12
ATROPELLADO,19.44555,-99.13055,miércoles,21
CAIDA DE CICLISTA,19.36717,-99.14074,miércoles,20
CHOQUE,19.20541,-99.04484,miércoles,7
CHOQUE,19.43435,-99.17116,miércoles,8
CHOQUE,19.347021,-99.180646,miércoles,16
CHOQUE,19.35873,-99.06526,miércoles,17
CHOQUE,19.38307,-99.07612,miércoles,18
DERRAPADO,19.371455,-99.057757,miércoles,17
ATROPELLADO,19.43316,-99.16844,jueves,14
ATROPELLADO,19.41687,-99.09794,jueves,18
CAIDA DE CICLISTA,19.36101,-99.28046,jueves,11
CHOQUE,19.4092,-99.12097,jueves,13
CHOQUE,19.37861,-99.12944,jueves,15
CHOQUE,19.40528,-99.15539,jueves,16
CHOQUE,19.45128,-99.05462,jueves,19
DERRAPADO,19.414308,-99.229594,jueves,9
DERRAPADO,19.46988,-99.10019,jueves,10
DERRAPADO,19.35255,-99.13287,jueves,13
DERRAPADO,19.36358,-99.13756,jueves,23
ATROPELLADO,19.45874,-99.13775,viernes,18
CHOQUE,19.347841,-99.018701,viernes,0
CHOQUE,19.360574,-99.090477,viernes,4
CHOQUE,19.47633,-99.11441,viernes,7
CHOQUE,19.37377,-99.17889,viernes,8
CHOQUE,19.29227,-99.11491,viernes,8
CHOQUE,19.48185,-99.1835,viernes,12
CHOQUE,19.24791,-99.09137,viernes,17
CHOQUE,19.30529,-99.23507,viernes,22
CHOQUE,19.449741,-99.128625,viernes,23
CHOQUE,19.45175,-99.15234,viernes,23
DERRAPADO,19.47773,-99.18452,viernes,3
DERRAPADO,19.407707,-99.189064,viernes,13
ATROPELLADO,19.43556,-99.1241,sábado,12
CAIDA DE CICLISTA,19.40895,-99.16832,sábado,9
CHOQUE,19.391476,-99.151802,sábado,1
CHOQUE,19.25666,-99.01636,sábado,9
CHOQUE,19.44005,-99.13116,sábado,10
CHOQUE,19.47002,-99.11212,sábado,12
CHOQUE,19.208697,-99.274555,sábado,14
CHOQUE,19.37411,-99.07873,sábado,17
CHOQUE,19.41685,-99.12131,sábado,23
DERRAPADO,19.41093,-99.19376,sábado,11
DERRAPADO,19.44465,-99.17958,sábado,14
DERRAPADO,19.4641,-99.05862,sábado,15
DERRAPADO,19.40394,-99.17258,sábado,15
DERRAPADO,19.266084,-99.11527,sábado,19
DERRAPADO,19.31081,-99.11099,sábado,20
DERRAPADO,19.298399,-99.238757,sábado,20
DERRAPADO,19.34007,-99.13179,sábado,21
VOLCADURA,19.30546,-99.20581,sábado,18
ATROPELLADO,19.27038,-99.16355,domingo,0
CAIDA DE CICLISTA,19.412186,-99.147207,domingo,0
CAIDA DE PASAJERO,19.3168,-99.12218,domingo,10
CHOQUE,19.327813,-99.042544,domingo,0
CHOQUE,19.32142,-99.22044,domingo,0
CHOQUE,19.32206,-99.04759,domingo,0
CHOQUE,19.36294,-99.18926,domingo,2
CHOQUE,19.45284,-99.12214,domingo,13
CHOQUE,19.50513,-99.15069,domingo,16
CHOQUE,19.26917,-99.23286,domingo,22
DERRAPADO,19.22526,-98.96195,domingo,3
DERRAPADO,19.36743,-99.23588,domingo,6
DERRAPADO,19.3391,-99.06429,domingo,8
DERRAPADO,19.37212,-99.0156,domingo,13
DERRAPADO,19.26155,-99.125455,domingo,23
ATROPELLADO,19.34499,-99.02231,lunes,4
CHOQUE,19.34407,-99.13718,lunes,8
CHOQUE,19.21162,-99.2152,lunes,9
CHOQUE,19.44242,-99.12124,lunes,15
CHOQUE,19.34933,-99.08229,lunes,17
DERRAPADO,19.37289,-99.14128,lunes,6
DERRAPADO,19.43189,-99.16174,lunes,9
VOLCADURA,19.46377,-99.11223,lunes,8
ATROPELLADO,19.27921,-99.211806,martes,21
CAIDA DE PASAJERO,19.42557,-99.1198,martes,6
CHOQUE,19.45302,-99.07599,martes,12
CHOQUE,19.23934,-99.160419,martes,13
CHOQUE,19.35158,-99.15145,martes,18
CHOQUE,19.46461,-99.13317,martes,19
CHOQUE,19.39731,-99.07269,martes,22
DERRAPADO,19.43725,-99.10887,martes,8
DERRAPADO,19.415724,-99.13475,martes,14
DERRAPADO,19.24754,-99.08836,martes,18
VOLCADURA,19.44459,-99.08891,martes,4
VOLCADURA,19.43234,-99.20854,martes,16
ATROPELLADO,19.5072,-99.10094,miércoles,13
ATROPELLADO,19.32308,-98.95788,miércoles,22
CAIDA DE CICLISTA,19.36746,-99.15496,miércoles,12
CAIDA DE PASAJERO,19.49621,-99.159,miércoles,7
CHOQUE,19.46803,-99.10274,miércoles,7
CHOQUE,19.35728,-99.13981,miércoles,9
CHOQUE,19.42226,-99.12029,miércoles,13
CHOQUE,19.2557,-99.06983,miércoles,17
CHOQUE,19.387408,-99.029275,miércoles,18
CHOQUE,19.487334,-99.217157,miércoles,19
CHOQUE,19.43317,-99.15734,miércoles,19
CHOQUE,19.438549,-99.133361,miércoles,19
CHOQUE,19.45199,-99.12481,miércoles,22
CHOQUE,19.34803,-99.04455,miércoles,23
DERRAPADO,19.436407,-99.104202,miércoles,9
DERRAPADO,19.5092,-99.12181,miércoles,20
ATROPELLADO,19.38164,-99.24017,jueves,15
CHOQUE,19.34077,-99.156054,jueves,16
CHOQUE,19.38832,-99.13902,jueves,17
CHOQUE,19.44362,-99.09649,jueves,20
CHOQUE,19.36445,-99.06771,jueves,20
DERRAPADO,19.56158,-99.13593,jueves,1
DERRAPADO,19.43686,-99.15184,jueves,17
DERRAPADO,19.49374,-99.11289,jueves,20
ATROPELLADO,19.47647,-99.1148,viernes,11
ATROPELLADO,19.45052,-99.09764,viernes,13
ATROPELLADO,19.41868,-99.09341,viernes,17
CAIDA DE CICLISTA,19.39276,-99.17292,viernes,9
CHOQUE,19.43827,-99.16869,viernes,0
CHOQUE,19.360814,-98.999028,viernes,0
CHOQUE,19.379664,-99.200202,viernes,1
CHOQUE,19.45817,-99.20086,viernes,6
CHOQUE,19.352264,-99.070251,viernes,13
CHOQUE,19.4668,-99.10279,viernes,14
CHOQUE,19.2857,-99.1196,viernes,15
CHOQUE,19.35814,-99.16479,viernes,16
CHOQUE,19.37117,-99.16719,viernes,16
DERRAPADO,19.3536,-99.11044,viernes,4
ATROPELLADO,19.32247,-99.23889,sábado,13
ATROPELLADO,19.361599,-99.224644,sábado,22
CAIDA DE CICLISTA,19.36491,-99.19669,sábado,5
CHOQUE,19.499346,-99.172198,sábado,1
CHOQUE,19.44263,-99.13706,sábado,10
CHOQUE,19.34501,-99.1678,sábado,11
CHOQUE,19.28974,-99.01324,sábado,15
CHOQUE,19.4085,-99.09024,sábado,15
CHOQUE,19.38963,-99.03345,sábado,16
CHOQUE,19.450934,-99.096669,sábado,16
CHOQUE,19.4344,-99.17986,sábado,17
CHOQUE,19.27677,-99.0026,sábado,19
DERRAPADO,19.37502,-99.14744,sábado,10
DERRAPADO,19.48995,-99.13125,sábado,14
DERRAPADO,19.26452,-99.1082,sábado,18
DERRAPADO,19.44356,-99.21755,sábado,21
ATROPELLADO,19.494487,-99.178835,domingo,3
ATROPELLADO,19.28735,-99.11757,domingo,12
ATROPELLADO,19.3523,-99.01507,domingo,21
ATROPELLADO,19.48377,-99.07109,domingo,21
ATROPELLADO,19.46708,-99.12178,domingo,21
ATROPELLADO,19.488746,-99.079507,domingo,22
CAIDA DE CICLISTA,19.39263,-99.25905,domingo,9
CAIDA DE CICLISTA,19.413813,-99.195023,domingo,11
CHOQUE,19.413652,-99.066484,domingo,3
CHOQUE,19.34964,-99.00387,domingo,4
CHOQUE,19.40301,-99.11382,domingo,7
CHOQUE,19.425156,-99.144781,domingo,11
CHOQUE,19.136596,-99.172724,domingo,13
CHOQUE,19.35423,-99.24291,domingo,13
CHOQUE,19.3454,-99.17112,domingo,14
CHOQUE,19.47235,-99.14183,domingo,14
CHOQUE,19.39393,-99.13821,domingo,14
CHOQUE,19.407435,-99.082394,domingo,16
CHOQUE,19.22391,-98.96549,domingo,17
CHOQUE,19.44903,-99.09003,domingo,19
CHOQUE,19.45872,-99.185674,domingo,22
CHOQUE,19.357141,-99.300067,domingo,23
CHOQUE,19.44636,-99.09982,domingo,23
DERRAPADO,19.36659,-99.04014,domingo,1
DERRAPADO,19.44498,-99.11865,domingo,6
DERRAPADO,19.44489,-99.12443,domingo,23
ATROPELLADO,19.26606,-99.11542,lunes,16
CAIDA DE PASAJERO,19.39672,-99.09879,lunes,15
CHOQUE,19.29393,-99.04457,lunes,5
CHOQUE,19.41461,-99.18056,lunes,9
CHOQUE,19.37304,-99.18808,lunes,10
CHOQUE,19.359077,-99.057683,lunes,13
CHOQUE,19.40887,-99.09698,lunes,14
CHOQUE,19.310001,-99.076088,lunes,14
CHOQUE,19.44395,-99.16644,lunes,14
CHOQUE,19.42274,-99.22318,lunes,15
CHOQUE,19.3512,-99.19056,lunes,16
CHOQUE,19.30404,-99.12469,lunes,17
CHOQUE,19.32271,-99.10318,lunes,17
CHOQUE,19.3629,-99.26536,lunes,19
CHOQUE,19.48745,-99.12449,lunes,22
DERRAPADO,19.45726,-99.14888,lunes,6
DERRAPADO,19.28146,-99.16248,lunes,14
ATROPELLADO,19.42208,-99.1203,martes,10
CHOQUE,19.43421,-99.14085,martes,4
CHOQUE,19.374554,-99.081885,martes,9
CHOQUE,19.35521,-99.29674,martes,11
CHOQUE,19.43523,-99.21224,martes,12
CHOQUE,19.46872,-99.10115,martes,15
CHOQUE,19.34701,-99.0579,martes,17
CHOQUE,19.386,-99.12923,martes,17
CHOQUE,19.43719,-99.17617,martes,18
CHOQUE,19.47084,-99.136988,martes,19
CHOQUE,19.33386,-99.05706,martes,21
DERRAPADO,19.43189,-99.11526,martes,10
DERRAPADO,19.30193,-99.16536,martes,21
DERRAPADO,19.36891,-99.15622,martes,21
CHOQUE,19.2929,-99.12555,miércoles,7
CHOQUE,19.40088,-99.07738,miércoles,7
CHOQUE,19.456887,-99.092244,miércoles,8
CHOQUE,19.349991,-99.041493,miércoles,8
CHOQUE,19.36497,-99.16379,miércoles,9
CHOQUE,19.35249,-99.07059,miércoles,9
CHOQUE,19.295272,-99.131636,miércoles,15
CHOQUE,19.29113,-99.23397,miércoles,18
CHOQUE,19.41941,-99.19565,miércoles,18
DERRAPADO,19.44352,-99.09284,miércoles,3
DERRAPADO,19.46612,-99.09149,miércoles,18
CAIDA DE CICLISTA,19.39575,-99.15453,jueves,10
CHOQUE,19.30318,-99.05592,jueves,7
CHOQUE,19.43681,-99.14399,jueves,8
CHOQUE,19.42196,-99.09942,jueves,14
CHOQUE,19.442194,-99.173233,jueves,14
CHOQUE,19.49372,-99.07253,jueves,16
CHOQUE,19.44635,-99.15334,jueves,22
DERRAPADO,19.4085,-99.09024,jueves,7
DERRAPADO,19.48241,-99.07527,jueves,18
ATROPELLADO,19.403044,-99.131791,viernes,1
ATROPELLADO,19.31752,-99.16523,viernes,12
CAIDA DE CICLISTA,19.328247,-99.031486,viernes,0
CAIDA DE PASAJERO,19.47861,-99.10705,viernes,15
CHOQUE,19.46046,-99.1025,viernes,10
CHOQUE,19.41597,-99.07554,viernes,10
CHOQUE,19.27399,-99.11994,viernes,12
CHOQUE,19.26858,-99.11544,viernes,14
CHOQUE,19.420502,-99.133155,viernes,16
CHOQUE,19.40254,-99.16954,viernes,17
DERRAPADO,19.45106,-99.19053,viernes,1
DERRAPADO,19.457335,-99.14883,viernes,5
DERRAPADO,19.47259,-99.20426,viernes,11
DERRAPADO,19.48884,-99.1516,viernes,14
DERRAPADO,19.40157,-99.20222,viernes,19
DERRAPADO,19.43172,-99.19112,viernes,20
ATROPELLADO,19.419851,-99.080882,sábado,23
CAIDA DE CICLISTA,19.28254,-99.1164,sábado,21
CHOQUE,19.35954,-99.0284,sábado,8
CHOQUE,19.49588,-99.09795,sábado,10
CHOQUE,19.29504,-99.11455,sábado,10
CHOQUE,19.45179,-99.20085,sábado,11
CHOQUE,19.40639,-99.1597,sábado,14
CHOQUE,19.529463,-99.170143,sábado,16
CHOQUE,19.40649,-99.15833,sábado,17
CHOQUE,19.48567,-99.166699,sábado,19
CHOQUE,19.45311,-99.16031,sábado,19
CHOQUE,19.45964,-99.16273,sábado,22
DERRAPADO,19.46042,-99.14335,sábado,15
DERRAPADO,19.219014,-99.276709,sábado,16
ATROPELLADO,19.424776,-99.143493,domingo,21
